repo_name,commit,message,Author_email,commit_date,is_corrective,is_English,message_length
QuantiModo/quantimodo-android-chrome-ios-web-app,fe2eece0a2b2d2dd14c1ee4902b37fc0f91cf35b,"Merge pull request #3167 from QuantiModo/feature/appSettings

 if(!qm.appMode.isBrowser() || qm.platform.isChromeExtension())      …",6b0d31c0d563223024da45691584643ac78c96e8@quantimodo.com,2018-10-31 17:10:53 UTC,0,1,132
StoDevX/AAO-React-Native,ced9187fa0ff71c2b207a10a0884c669f493ffd1,"Merge pull request #2595 from StoDevX/greenkeeper/jest-junit-4.0.0

Update jest-junit to the latest version 🚀",172aa8a882025f3e2d2bd621702ac9e557631cef@gmail.com,2018-05-17 23:16:26 UTC,0,2,109
apigee/ansible-opdk-accelerator,7e3a4183a310800f672030a56f1abc6f3b0d1176,"Updated docs
",8931435926769d92b10b27d95b834fb9fd9f27f8@google.com,2018-08-30 08:35:13 UTC,0,0,13
bosh-io/releases-index,ab9df8d606e8c5bc5ab5fba840c7958884d29f4f,"add cflinuxfs3-0.138.0
",bosh-io-worker,2019-10-29 17:32:33 UTC,0,0,23
xrdocs/cloud-scale-networking,48fefc2b3fba99b1f77b194e723a815216ad9f63,Update 2018-12-03-ios-xr-evolution.md,c787d3404636741001fcac7a2a73380f9f65c6c1@me.com,2019-02-10 06:17:06 UTC,0,0,37
eyolfson/aur,293d61babe75ca7d772021bdba7ef39122b3d2f5,"rust-nightly-bin updated to 1.0.0_2015.03.08-1
",44f878afe53efc66b76772bd845eb65944ed8232@eyl.io,2015-03-08 03:29:15 UTC,0,0,47
saurabhjojare/saurabhjojare.github.io,ce1c1cb734b749ca133726e584a1da15fe4accde,Update index.html,b8e5e21127a5f2b7e6bc671ae0bd061ffaab52d2@users.noreply.github.com,2017-12-11 09:07:25 UTC,0,0,17
mhawksey/mhawksey.github.io,9f06e870b14479779401f9bdfe7c3164ea881f64,Added 2 tweets,393b6169886a883514935f11414784d7cf583757@gmail.com,2017-08-18 01:16:01 UTC,0,0,14
conraid/SlackBuilds,cbe1713756db2c5820104afdf9de29f8c934f64c,"Added pdfgrep. Upgraded byacc, exiftoo, eyed3, monit, numpy, spice-protocol, spice-gtk, wine and youtube-dl. Rebuilt spice and qemu.
",4b2ab99506f57cb72c60bed4b4e0560343a81ce2@gmail.com,2018-06-14 12:36:51 UTC,0,2,133
softdonet/demoapp1,ec2d51bcc05905280410c0bcce57df7942a9986b,,5c7b2b7df0956041d18ea1a3147f2bda7790c8e8@gmail.com,2018-10-30 17:03:40 UTC,0,0,0
jeremytammik/jcal,e2e9e1fb394f1e1a68ba5d8f9b2734fa136aa90f,"calendar update
",e736854446bae5406123335447069cc8a1462af5@autodesk.com,2019-03-20 09:59:20 UTC,0,0,16
aschatria/aschatria.github.io,7f616130174152692e1d68275d6cd027361c149f,Delete 2017-10-27-in-the-days-of-giants.md,2137f309987415b446648b8106747f06564b8c75@users.noreply.github.com,2019-06-12 13:59:30 UTC,0,0,42
GridProtectionAlliance/substationSBG,859438f58727b1a712916d3612dfce42ea3e0f63,"Updated grid solutions framework tool: ConfigCrypter.

git-tfs-id: [https://tfs.codeplex.com/tfs/TFS07]$/openPG/Main;C97264
",5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@gridprotectionalliance.org,2015-07-30 07:10:46 UTC,0,0,124
phax/ph-oton,a600b7241f20127d63a5b6c949d5885fb072311d,Finished first version of transition,3ba3974e96044dcde818e6310ed799abe10671d4@helger.com,2016-01-15 13:16:22 UTC,0,1,36
uGeek/ugeek.github.io,34cbb8779bf8911f4bf002337b0584bfebb0fc61,"publish post
",c5d682e7c5592fd5a25abb4a0e3846f63ea1dc16@gmail.com,2019-11-07 17:05:07 UTC,0,0,13
marklogic/marklogic-contentpump,4336fce5570a378f842abe2c2493a85d74714395,"b6_0 : Checking in the latest xcc/mlcp and mapreduce builds
",f52318a05e518a5596012af2ed38de68ac26a468@62cac252-8da6-4816-9e9d-6dc37b19578c,2013-05-19 07:28:36 UTC,0,2,60
AppGet/AppGet.Packages,af4837d8a4e857919777258a3cbee5e666ed5bb3,"Added: myharmony 1.0.308 (#2563)

",aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d@appget.net,2018-12-12 00:53:01 UTC,0,0,34
j1yoo4/j1yoo4.github.io,6c68b1b11a077aa5713811c115d717a0cdd10f45,Update research.markdown,b89d4b49b5626a756a0e6539f20beb22911d2fb1@kaist.ac.kr,2019-01-10 16:28:57 UTC,0,0,24
pytest-dev/plugincompat,421af10abad7c6aca85ef1977b931fbed6859c41,"posting descriptions from travis test runs
",024fc659bb4ab842ec49c8a162b11a29104488bd@gmail.com,2014-01-10 20:38:37 UTC,0,1,43
ehmicky/Notes,d67307000db6e211d4941d3a23e3b9b357fea3ea,"no commit message
",53c2f88c963b7a19b8ccbffa423df9e1e52a212f@gmail.com,2018-03-13 09:00:00 UTC,0,0,18
thecontextnet/wiki-raw,014c77d91a2f57fdbf14b620cc9a960e6b837004,"Raw update on Fri, 07 Jul 2017 11:00:01 UTC
",ab41949825606da179db7c89ddcedcc167b64847@thecontext.net,2017-07-07 11:02:04 UTC,0,0,44
thecontextnet/wiki-raw,b59361047dbb3ce446edfd80c5ca0291bafbab84,"Raw update on Sat, 24 Mar 2018 00:00:01 UTC
",ab41949825606da179db7c89ddcedcc167b64847@thecontext.net,2018-03-24 00:01:58 UTC,0,0,44
tensorflow/serving,4bdda177f6d4034b0ce693606b7365327aa9e063,"Merge commit for internal changes
",290aa77bfca6bb889f6605fc2abd53b6c0362aff@google.com,2016-09-09 23:34:14 UTC,0,1,34
tidoust/reffy-reports,2bbe9ccb4a16d094055903280745c1e757985641,"Update of ED report from new reffy run

Using reffy commit ef90cfbb1d3c38ee9f3304e711ebba954f6ae37b.
",,2019-09-22 06:38:48 UTC,0,1,101
yyang-even/algorithms,0177d1a77e55c72e1fc8a1964f36ba295ec1a5bc,"Binary: Add a variation of count_diff_bits_of_two

Change-Id: I2ec50979bccfa5a43b3cfd99ce4ed99eae7aefec
",30532ae1ab1d1d13246f7a95ac57a696c03f8f41@gmail.com,2018-12-11 08:03:06 UTC,0,0,104
RohanNagar/thunder,cee8fca3d7f31097c8e4a0152926d98224debda0,"Bump com.amazonaws:aws-java-sdk-dynamodb from 1.11.273 to 1.11.274

Bumps com.amazonaws:aws-java-sdk-dynamodb from 1.11.273 to 1.11.274.",5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com,2018-02-09 17:50:51 UTC,0,2,136
fightforthefuture/battleforthenet,fb4e81804e8a84975356e90e20dd50225a3bcda2,"Change form and disclosure if param at org=dp.
",cb415a934ad337d6f569743fbf0c12b83b115253@gmail.com,2017-12-07 20:30:58 UTC,0,1,47
brianshumate/joyful,69bf88c9e05e4cb3b873a659dfaa48f535698934,"update
",760e7dab2836853c63805033e514668301fa9c47@couchbase.com,2016-01-15 04:00:00 UTC,0,0,7
yumimobi/YumiMediationSDKDemo-iOS,07505c3e31d98cac0aa12d54dd1592756b53e528,"update podfile.lock
",20d814b9aa0512a8e3ad4c83196f2a2519f2dc03@163.com,2017-11-13 09:05:09 UTC,0,0,20
chenyanclyz/chenyanclyz.github.io,54ba27fe434e3153926f9e2482557e4181607be8,"..
",e3d14384903f11901c37d59835e4246b10350a97@wecash.net,2018-12-17 00:26:01 UTC,0,0,3
pirati-web/smlouvy.pirati.cz,3bcb075616662ea04f0e92022dc2615d5150a5eb,Add files via upload,8632b66b6e2e30ec658f7575103d10b202c2eece@users.noreply.github.com,2017-10-01 21:39:36 UTC,0,0,20
erelsgl/erel-sites,eb80a83725ce6b18496e4980259bfcfc0b1d8d6e,"Merge branch 'master' of github.com:erelsgl/erel-sites
",67abba13354ff598899e9201fa729de9f3aadf4c@gmail.com,2018-05-25 08:00:03 UTC,0,0,55
GridProtectionAlliance/substationSBG,d784575d5fdd7e82b476526236baa02e1b43a0c6,"Updated GSF dependencies.
",5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@gridprotectionalliance.org,2018-07-25 04:30:32 UTC,0,0,26
gnooth/feline,4ce1f7d2e137ba3ecc8f9be1431bd2d7b7feb7d3,"* src/quit.asm (print-data-stack, maybe-print-data-stack): New.
(quit): Use maybe-print-data-stack.
(break): Use print-data-stack.
(print-datastack): Remove.
",6a8d3121e4c6bb5cf0520f1f237f0f8f7d090300@gmail.com,2017-03-04 18:52:48 UTC,0,3,158
jontsai/github-streak,75d5371b03c57da91d0cbaab82b966909c65a416,"update streak for 2019-03-07
",aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d@jontsai.com,2019-03-07 13:05:01 UTC,0,1,29
gnooth/feline,68ad317e74bdfbcda2245616a9f8529bb94dee23,"* src/syntax.asm (add-local-name): Move to...
* src/locals.asm (add-local-name): ...here.
",6a8d3121e4c6bb5cf0520f1f237f0f8f7d090300@gmail.com,2018-05-14 16:36:39 UTC,0,1,90
animesh21/gsp-portal-new,5e6f488bafc8d62237c985de90e3da1cfc37e9bb,"code change

code change",b036d0872db4f208efa102fbc1125927ab1fa4db@users.noreply.github.com,2019-08-01 14:14:14 UTC,0,0,24
alcedo-ui/alcedo-ui,56f24183615e71b980510136feb86a8ea9997afe,"update Table
",94f1fd85b96209c799238b51233f71144b2ed677@163.com,2019-06-06 03:20:30 UTC,0,0,13
sidooms/MovieTweetings,c6baf8cae69ebbd369d232be213b3df4ec9fb0f1,"Automated update of the latest MovieTweetings ratings
",afca33c804dd3eb06199cc85b4c844c45fed9db6@gmail.com,2018-04-04 23:50:41 UTC,0,1,54
History-Research-Environment/HRE--History-Research-Environment,1398d74da8e0b85305befe3fd65c8bf5d01061db,Delete 03.09 Translation tables.zip,80434046c141be80897718fcdd6a249d5b5c7bf5@users.noreply.github.com,2018-10-25 03:42:24 UTC,0,0,35
alibaba/easyexcel,ce03b82c71b4e6d8ec9523ed5f4afce4bdffa880,"优化读写的写法，方便读写
",d732f19007536c9828167cbbe53dae6ab508d973@ideacome.com,2019-07-25 09:40:50 UTC,0,0,13
openfisca/openfisca-france,6815cc88556610670f7738b9512a046d175ace3f,"Update CHANGELOG et setup.py
",043249f569ad4d94daf7944e8b265ca54b793275@ipp.eu,2018-04-05 12:20:09 UTC,0,0,29
wyufeng02/wyufeng02.github.io,5f0c88cfaa43f5a80ee1e2b669aeba75d926fef1,"update flutter aswome
",85edeaea5b7c1bf40045e8e27c86943304ff788d@yy.com,2019-07-23 11:58:38 UTC,0,0,22
ArchStrike/ArchStrike,7522089f760fced7a12854db27667d60d79ca297,"updated routersploit-git to latest version
",a76ab7fd8e8d5b36cca02672bbd1763d375f93be@gmail.com,2016-12-17 19:35:04 UTC,0,0,43
rita-vrataski/solo-live,9b2d8841766b9f42e63431581502eb62fef32227,"Solo
",23970c6a55971066166dcdf750c7974bccacc4aa@hotmail.com,2019-10-13 21:11:52 UTC,0,0,5
AlisamTechnology/ATSCAN,75cec1bd4c70fa2ceecdbc17dd67a7344cb58d1e,Update funcs.pl,a99b67a0b42216e51f40779aac0e5ac9227e3e8b@users.noreply.github.com,2019-02-28 22:10:40 UTC,0,0,15
StoDevX/AAO-React-Native,a614f10c4a49b89b05f8aeb65b8e2fe458412975,"add icons to the calendar tabs
",172aa8a882025f3e2d2bd621702ac9e557631cef@gmail.com,2016-08-16 04:07:34 UTC,0,1,31
Library-of-Kaeon/Library-of-Kaeon,f7305c21d90088b8c1202504822bea63b62a6db3,"Library of Kaeon
",f468d87d09ca4466ecd6b61ef0584f0a87b672e3@gmail.com,2017-01-23 21:42:13 UTC,0,0,17
redkale/redkale,570aac947a11dc1aa29de5b3cacdae5fb4314cb8,,7c986369ecdb8895136ab59ebc16b043347fc0cb@qq.com,2017-08-03 04:16:14 UTC,0,0,0
MyEtherWallet/ethereum-lists,a37191ed147591dafc9548daedc63a4d9a42c3de,"Create 0xee4458e052b533b1aabd493b5f8c4d85d7b263dc.json

PASS token and Blockpass social media added
",6320ee155f31170ad5d6e8da0e6e3262525a48a2@gmail.com,2018-12-17 04:31:15 UTC,0,1,100
cclauss/itinerant-tester,e35db762df4c2376ad0313a50d0192c55a89bad3,johnridesabike/WordRoom,585dd401264c1e46d17ebec1862e5d2a9b6a6c5d@bluewin.ch,2018-06-28 22:05:26 UTC,0,0,23
PacHub/pachub,72d5ec22ca5338b6c0a170efad28cbee3b856d5f,"#6 Sponge over!
",7d5de987a7f42b8d99004267cbca4621bcc76c87@andrelademann.de,2016-08-19 05:00:02 UTC,0,0,16
tbelliard/gepi,f527e132a04f568127d153463af6d9207a9cfa93,"Merge branch 'release-1.6.7'
",0499b6d849e59087729a418d7f22ca4a24bf6725@free.fr,2015-10-10 07:24:34 UTC,0,0,29
redkale/redkale,de5ee844c46661a055e9432ec45895ad71601f71,Convert 增加 convertMapTo 系列方法， HttpResponse增加 finishMapJson 系列方法,7c986369ecdb8895136ab59ebc16b043347fc0cb@qq.com,2017-09-09 14:36:35 UTC,0,0,63
Kronos-Integration/kronos-step-archive-tar,e4c7880bc3a731bf0068f4bc1bbc80db40a0b655,"chore(package): semantic-release@^15.8.1
chore(travis): remove node versions 10.6.0
chore(travis): add node versions 10.7.0",d7345cc33cdae6a44846871372d59b8178f00e4c@gmx.de,2018-07-19 12:17:20 UTC,0,0,123
bigfish1900/weather,62be4105d0ad31f051e919b61a47b85354feedd5,"generated files on 2019-08-03 08:08:02
",586de3e93052e7c79a7b16d12f22f3eaffc04c16@oneroundpebble.com,2019-08-02 22:08:02 UTC,0,0,39
aschatria/aschatria.github.io,dcc7a703428970f3731fa2abd44325d965020f26,Update harrowing-saw-hallelujah-to-me.md,2137f309987415b446648b8106747f06564b8c75@users.noreply.github.com,2019-06-17 13:20:10 UTC,0,0,40
