repo_name,repo_max_extension,repo_extensions_num,files,avg_size,capped_avg_file,std_size,capped_std_file
Facepunch/Facepunch.Steamworks,.cs,2,160,12370.068749999997,8215.2187499999982,59099.4963630513,22030.801410772692
FactomProject/factom,.sh,2,78,5245.0128205128212,5245.0128205128212,6307.2171925595858,6307.2171925595858
FakeItEasy/FakeItEasy,.sh,2,379,4819.1741424802112,4819.1741424802112,8241.6571252784124,8241.6571252784124
FarGroup/FarManager,.sh,10,918,19798.1851851852,11059.880174291933,263115.0946820348,22884.326029590477
FaridSafi/react-native-gifted-chat,.js,1,13,1826.4615384615386,1826.4615384615386,1966.8433938413693,1966.8433938413693
FarmBot/farmbot-web-app,.sh,3,649,1183.6656394453021,1183.6656394453021,1955.9937776210377,1955.9937776210377
FarmBot/farmbot_os,.sh,4,15,739.5333333333333,739.5333333333333,861.8512356439204,861.8512356439204
FeMTTU/femus,.sh,5,451,24493.321507760524,19646.691796008869,112769.34038683059,22656.109522655843
Featuretools/featuretools,.sh,3,139,6783.3956834532373,6783.3956834532373,11360.605354621714,11360.605354621714
Fedict/eid-mw,.sh,8,473,5232.2452431289621,5232.2452431289621,8899.86762417644,8899.86762417644
Felizardo/turnato,.js,2,70,43531.971428571458,22347.157142857148,151151.49190315622,44375.267531713878
FenixEdu/fenixedu-academic,.js,2,3468,5603.8895617070375,5591.4518454440531,10418.100653286472,10174.852366317913
FertigLab/CoGAPS,.cpp,1,48,4130.9166666666652,4130.9166666666652,3656.5110904535668,3656.5110904535668
Fgerthoffert/jira-agile-velocity,.sh,1,3,388.66666666666663,388.66666666666663,475.57263728407816,475.57263728407816
File-New-Project/EarTrumpet,.cs,1,232,2057.6767241379312,2057.6767241379312,2932.6282781805166,2932.6282781805166
FireFox2000000/Moonscraper-Chart-Editor,.cs,1,289,4985.77508650519,4820.1903114186862,14574.80978653998,12021.215177432274
FirebaseExtended/flutterfire,.sh,3,158,3495.20253164557,3495.20253164557,6420.0050308128521,6420.0050308128521
First-Peoples-Cultural-Council/fv-web-ui,.sh,3,710,5451.28732394366,4929.90422535211,21410.940868744856,8776.484771815627
Fizzadar/pyinfra,.sh,2,137,3313.5036496350367,3313.5036496350367,3924.3936664004095,3924.3936664004095
Flash3388/FlashLib,.java,2,270,1607.57037037037,1607.57037037037,1721.4892815032915,1721.4892815032915
Flexberry/ember-flexberry,.sh,2,874,2725.882151029748,2725.882151029748,6665.0851949692851,6665.0851949692851
Flexberry/ember-flexberry-designer,.sh,2,1811,1421.7145223633363,1421.7145223633363,3741.5525537375697,3741.5525537375697
Flexberry/flexberry.github.io,.js,1,8,8342.375,8342.375,15918.035834841112,15918.035834841112
Flexget/Flexget,.sh,3,787,4782.9415501905987,4782.9415501905987,7433.2610093565572,7433.2610093565572
Flipkart/foxtrot,.sh,4,475,9591.0273684210551,7937.0905263157865,36837.095553702151,20508.840083945124
FloEdelmann/open-fixture-library,.sh,2,79,5952.6708860759472,5952.6708860759472,10128.079538920774,10128.079538920774
FluidSynth/fluidsynth,.sh,3,83,19815.301204819269,19263.024096385529,31719.077942237385,28197.544100798663
FlukeFan/LucidDotNet,.js,3,135,1451.8074074074077,1451.8074074074077,1625.1277768192563,1625.1277768192563
Fluorohydride/ygopro-scripts,.lua,1,9512,2035.1343566021869,2035.1343566021869,1396.1668386217998,1396.1668386217998
FoalTS/foal,.sh,2,21,1163.7619047619048,1163.7619047619048,913.22669172346832,913.22669172346832
Fody/Costura,.cs,2,58,1622.155172413793,1622.155172413793,2720.0702313025649,2720.0702313025649
Fody/LoadAssembliesOnStartup,.cs,1,44,2808.1136363636356,2808.1136363636356,3688.2530068584533,3688.2530068584533
Fody/PropertyChanged,.cs,1,309,1042.4271844660188,1042.4271844660188,1754.9334575127245,1754.9334575127245
Foglio1024/Tera-custom-cooldowns,.cs,1,623,3145.4686998394868,3145.4686998394868,6065.3077361588275,6065.3077361588275
FoglyOgly/Meowth,.py,1,93,8536.0860215053781,8536.0860215053781,18779.661241362846,18779.661241362846
ForestAdmin/lumber,.js,1,109,2261.1467889908272,2261.1467889908272,4069.3200561020294,4069.3200561020294
ForestClaw/forestclaw,.sh,6,508,4047.9527559055114,4047.9527559055114,6386.2662908622169,6386.2662908622169
FormidableLabs/victory,.js,1,248,5197.0846774193542,5197.0846774193542,5207.3608969437992,5207.3608969437992
France-ioi/bebras-modules,.js,1,246,66061.548780487792,36708.150406504043,225121.58586749886,53735.842197429833
France-ioi/bebras-platform,.sh,5,128,27882.031250000004,11006.664062500004,207425.40113336555,25364.67699901203
France-ioi/bebras-tasks,.sh,4,303,9941.066006600664,9941.066006600664,11592.347682143945,11592.347682143945
Free-Software-for-Android/AdAway,.sh,6,363,14686.64462809918,13775.38567493114,34307.146237145687,24822.792701968032
FreeCodeCamp/FreeCodeCamp,.sh,2,434,9795.3847926267281,5361.8755760368649,64741.2289211706,22382.82985642592
FreeCol/freecol,.sh,2,874,10015.941647597254,9993.1613272311242,18884.961797767031,18665.7541897208
FreeFeed/freefeed-react-client,.js,1,61,4753.7540983606568,4753.7540983606568,9820.4521139231638,9820.4521139231638
FreeFeed/freefeed-server,.js,1,296,5551.5777027027,5551.5777027027,10960.415414961151,10960.415414961151
FreeRDP/FreeRDP,.sh,7,867,13414.325259515572,13062.100346020759,24496.807932939377,20559.19318146578
FreeUKGen/MyopicVicar,.sh,4,474,4279.616033755271,4279.616033755271,9299.48795313616,9299.48795313616
FreelanceComputing/FreelanceComputing.github.io,.js,2,12,68073.833333333328,64873.250000000007,61527.362449317596,53117.166027095234
FreemapSlovakia/freemap-v3-react,.js,1,2,3552.5,3552.5,3486.7435380308657,3486.7435380308657
Freemius/wordpress-sdk,.php,2,134,14984.470149253726,9303.2910447761187,82183.441444975426,20344.149196358121
Freetz/freetz,.sh,6,269,1680.7769516728631,1680.7769516728631,2381.2195300021808,2381.2195300021808
FreezingMoon/AncientBeast,.js,1,55,7863.1272727272717,7863.1272727272717,11173.729489553787,11173.729489553787
FreshRSS/FreshRSS,.sh,3,332,7746.9216867469868,7746.9216867469868,16956.645685221789,16956.645685221789
FriendsOfPHP/PHP-CS-Fixer,.sh,2,854,5212.3208430913392,5212.3208430913392,7229.5646521691324,7229.5646521691324
FroMage/RivieraDEV,.js,2,67,7307.0895522388028,6601.0298507462658,29710.200919698073,24352.914045638288
FrodeSolheim/fs-uae,.sh,8,670,23737.152238805982,22590.982089552232,41948.219602770514,35527.582654091813
FrontISTR/FrontISTR,.sh,5,310,13118.803225806447,12824.058064516126,28104.462055812266,25708.007869997764
Froxlor/Froxlor,.tpl,3,473,7954.7441860465078,7810.2959830866785,20241.690722286727,18667.063305240852
FubarDevelopment/FtpServer,.js,2,545,4125.68990825688,3219.0660550458711,29564.072118395354,9757.9595668046
Fubukimaru/asMSX,.sh,3,4,3764.0,3764.0,6351.9074825336256,6351.9074825336256
FundingCircle/shipment_tracker,.sh,3,341,2334.9061583577723,2200.1612903225819,12692.778457128927,10267.171962723922
GCModeller-Cloud/php-dotnet,.sh,3,143,4678.4335664335649,4678.4335664335649,7235.5193527247284,7235.5193527247284
GEWIS/gewisweb,.sh,3,400,7279.9674999999988,6332.7074999999977,29599.49022568623,13312.353983740621
GNOME/chronojump,.sh,6,384,14140.432291666661,13526.622395833327,27604.275506537659,22377.374811805079
GNOME/dconf-editor,.py,1,1,735.0,735.0,,
GNOME/dia,.sh,5,426,15170.058685446009,14996.636150234744,18732.470072453641,16699.405978487994
GNOME/eog,.py,2,52,18309.576923076929,18309.576923076929,24742.835781764756,24742.835781764756
GNOME/epiphany,.sh,4,155,36672.322580645174,21310.290322580651,152826.73822521235,31782.527841356394
GNOME/evince,.sh,5,164,18286.92073170732,16533.914634146342,39523.806519038808,27647.891958248809
GNOME/gedit,.sh,6,127,14829.236220472436,14829.236220472436,18455.504804222444,18455.504804222444
GNOME/gegl,.sh,8,625,9731.5200000000023,9381.6384000000126,19765.339595132118,14949.774251590663
GNOME/glib,.sh,7,817,21872.641370869045,21333.578947368442,33957.085897705067,30588.883858195033
GNOME/gnome-builder,.sh,7,858,12030.363636363634,11893.552447552453,17401.022801406212,15716.92509230806
GNOME/gnome-calculator,.py,1,4,2257.25,2257.25,2024.4356209406446,2024.4356209406446
GNOME/gnome-calendar,.py,2,58,19395.689655172417,19395.689655172417,19637.445551719124,19637.445551719124
GNOME/gnome-control-center,.sh,3,242,15609.814049586785,15609.814049586785,16085.638038006457,16085.638038006457
GNOME/gnome-flashback,.sh,2,122,13432.557377049179,13432.557377049179,14282.434594676992,14282.434594676992
GNOME/gnome-music,.py,1,66,7473.348484848485,7473.348484848485,7968.2385766963271,7968.2385766963271
GNOME/gnome-shell-extensions,.sh,2,20,8927.35,8927.35,9521.1744923175247,9521.1744923175247
GNOME/gnome-tetravex,.py,1,1,723.0,723.0,,
GNOME/gnome-todo,.py,2,78,11962.487179487178,11962.487179487178,9792.1213847725157,9792.1213847725157
GNOME/gthumb,.sh,5,409,12138.264058679708,12059.96577017114,17096.371329925259,16204.206016080227
GNOME/gtksourceview,.sh,11,104,18708.48076923077,18708.48076923077,27176.673514615712,27176.673514615712
GNOME/gtranslator,.sh,3,68,11889.14705882353,11889.14705882353,9826.317945502813,9826.317945502813
GNOME/gxml,.py,3,44,1379.4772727272727,1379.4772727272727,1295.442090088856,1295.442090088856
GNOME/jhbuild,.sh,3,88,7351.6250000000009,7351.6250000000009,7831.3185973181517,7831.3185973181517
GNOME/librsvg,.sh,4,26,8582.6153846153848,8582.6153846153848,13582.835780725387,13582.835780725387
GNOME/meld,.sh,2,82,8256.2317073170743,8256.2317073170743,13473.144920795588,13473.144920795588
GNOME/mutter,.sh,5,641,18777.597503900161,17907.970358814342,34936.09653147433,24227.21416856326
GNOME/nautilus,.sh,3,162,25889.722222222223,24005.993827160491,47366.635867526333,37917.683095888249
GNOME/orca,.sh,3,603,7835.8341625207267,7835.8341625207267,18017.231746387049,18017.231746387049
GNOME/vala,.sh,3,11,20986.727272727276,20986.727272727276,22997.082724080065,22997.082724080065
GNS3/gns3-server,.tpl,5,378,20259.883597883596,8042.1296296296359,246976.62976708089,15103.473241233911
GNS3/gns3-web-ui,.sh,3,11,2895.2727272727275,2895.2727272727275,3868.7018259594292,3868.7018259594292
GOFAIR/MetricsGroup,.sh,6,108,4170.0648148148148,4170.0648148148148,14142.662849421085,14142.662849421085
GPUOpen-Drivers/llpc,.py,2,97,38406.9381443299,33867.113402061841,61517.18067520082,41396.584588102472
GPUOpen-ProfessionalCompute-Tools/HIP,.sh,5,281,7591.8967971530183,7591.8967971530183,16905.889567375954,16905.889567375954
GPflow/GPflow,.py,1,115,5017.3130434782606,5017.3130434782606,5023.6819924029114,5023.6819924029114
GSI-HPC/sys-chef-cookbook,.rb,1,231,1387.9264069264073,1387.9264069264073,1717.7776894035753,1717.7776894035753
GStreamer/cerbero,.sh,5,120,6778.508333333335,6778.508333333335,7388.046625536851,7388.046625536851
Gabriel439/Haskell-Dhall-Library,.sh,3,87,13515.965517241373,12156.505747126437,35584.891789375841,25082.641286436246
Gabrielcarvfer/NS3,.sh,8,1736,38697.119239631407,19006.634216589882,153220.80652552066,39593.200504324392
Gaia3D/mago3djs,.js,1,289,232461.44636678198,45625.9653979239,739691.96444726386,71988.551786070428
GaloisInc/saw-script,.sh,5,283,4094.7208480565382,4094.7208480565382,10520.544861059758,10520.544861059758
GameDistribution/GD-HTML5,.js,1,25,8194.4000000000015,8194.4000000000015,13596.609528359146,13596.609528359146
GateNLP/gateplugin-python,.py,3,26,3368.1923076923076,3368.1923076923076,7846.3507340379865,7846.3507340379865
GeekyAnts/NativeBase,.js,1,288,2805.7152777777792,2805.7152777777792,3065.8499038499108,3065.8499038499108
Geforce132/SecurityCraft,.java,2,259,4480.4208494208524,4480.4208494208524,6476.7820764933367,6476.7820764933367
GemsTracker/gemstracker-library,.php,2,935,5321.41711229946,5321.41711229946,8084.4254176364138,8084.4254176364138
GeniusesOfSymfony/WebSocketBundle,.twig,3,151,2646.9271523178813,2646.9271523178813,4004.9457576007831,4004.9457576007831
Genometric/MSPC,.sh,4,72,4538.1527777777792,4538.1527777777792,4735.4778709725852,4735.4778709725852
Genymobile/scrcpy,.sh,4,72,3952.1527777777778,3952.1527777777778,4060.4197058429572,4060.4197058429572
GeoNode/geonode,.sh,4,890,17501.940449438203,9378.4292134831412,139401.25293259183,27155.916205054269
Geoportail-Luxembourg/geoportailv3,.sh,3,261,5769.2605363984667,5769.2605363984667,10611.066397921111,10611.066397921111
GeoscienceAustralia/PyRate,.sh,4,80,7667.7374999999993,7667.7374999999993,10258.91025468913,10258.91025468913
GeoscienceAustralia/eo-datasets,.sh,3,50,9906.3200000000015,9906.3200000000015,12078.905811777651,12078.905811777651
GeoscienceAustralia/ptha,.sh,2,50,996.02,996.02,2294.2530551847344,2294.2530551847344
GeotrekCE/Geotrek-admin,.sh,3,550,5225.0545454545436,4545.3672727272724,25214.214517070854,11638.287961761991
Gerapy/Gerapy,.sh,4,119,47167.798319327747,16870.285714285728,204656.43266040043,44038.371580283245
GeriLife/wellbeing,.py,2,186,2019.5860215053781,2019.5860215053781,4999.548114241361,4999.548114241361
GerritCodeReview/gerrit,.sh,7,3286,5442.7912355447424,5223.8125380401725,18277.526684647524,9878.755611842791
GerritCodeReview/plugins_quota,.sh,3,37,2840.7567567567571,2840.7567567567571,2094.1007272468669,2094.1007272468669
GerritCodeReview/plugins_replication,.java,1,68,4170.69117647059,4170.69117647059,4922.4610737523926,4922.4610737523926
GerritCodeReview/plugins_reviewers,.sh,4,21,3237.6190476190477,3237.6190476190477,2152.5064338159473,2152.5064338159473
GetJenny/starchat,.sh,2,319,2862.0909090909095,2862.0909090909095,4958.2947839620756,4958.2947839620756
GetTerminus/terminus-ui,.sh,2,18,1126.4444444444446,1126.4444444444446,1490.9973851802622,1490.9973851802622
Giswater/giswater_qgis_plugin,.py,1,90,18378.044444444451,18378.044444444451,28326.595120911898,28326.595120911898
GitSquared/edex-ui,.js,1,23,58640.478260869568,23331.608695652176,206368.45598211634,44186.802367118959
GitTools/GitVersion,.rb,2,314,3032.4426751592359,3032.4426751592359,4220.7107631942281,4220.7107631942281
GlobalNOC/simp,.sh,4,28,12473.107142857143,12473.107142857143,21823.047750858343,21823.047750858343
GlukKazan/Dagaz,.pl,3,1349,12454.690140845059,12369.738324684949,19727.930092956547,18876.194243560989
GlukKazan/GlukKazan.github.io,.js,1,1289,13154.567106283952,13065.624515128005,20013.582361985391,19137.47267700046
GluuFederation/community-edition-setup,.sh,2,97,12682.752577319587,12045.731958762888,27655.210632081817,22413.377866482751
GluuFederation/oxAuth,.py,5,1078,9640.657699443409,8682.7560296846023,34577.409579736304,21821.278657190538
GluuFederation/oxCore,.java,1,429,3457.1212121212143,3457.1212121212143,6692.2094108266965,6692.2094108266965
GluuFederation/oxTrust,.rb,4,764,6831.3612565445055,6619.0052356020951,18548.095373646833,15823.8057851305
GoldRenard/JuniperBotJ,.java,2,607,2784.6869851729839,2784.6869851729839,2916.7850481946016,2916.7850481946016
GoldenCheetah/GoldenCheetah,.sh,8,709,16008.275035260931,15668.987306064882,26416.686278451667,23516.986673144733
GoldenGnu/jeveassets,.php,2,475,7312.8168421052642,7312.8168421052642,9070.14764172854,9070.14764172854
GoogleChrome/devsummit,.js,2,43,1299.1162790697676,1299.1162790697676,1865.7629897112606,1865.7629897112606
GoogleChrome/lighthouse,.sh,4,706,4989.6189801699766,4989.6189801699766,6305.7215435756752,6305.7215435756752
GoogleChrome/lighthouse-ci,.sh,2,98,4513.7959183673465,4513.7959183673465,5722.13093995618,5722.13093995618
GoogleChrome/workbox,.js,1,262,2264.7595419847321,2264.7595419847321,4765.0521949801987,4765.0521949801987
GoogleChromeLabs/ProjectVisBug,.js,1,92,3040.6086956521735,3040.6086956521735,7055.00220630104,7055.00220630104
GoogleChromeLabs/comlink,.js,1,12,2303.1666666666665,2303.1666666666665,4239.4956353821435,4239.4956353821435
GoogleChromeLabs/perception-toolkit,.js,1,14,49335.0,33325.5,106296.28656586412,65698.7548784368
GoogleChromeLabs/proxx,.js,1,18,2082.2777777777774,2082.2777777777774,1931.5769176734559,1931.5769176734559
GoogleChromeLabs/squoosh,.sh,3,29,14650.344827586207,14650.344827586207,29880.766664332357,29880.766664332357
GoogleChromeLabs/wp-sitemaps,.sh,3,17,4325.0588235294117,4325.0588235294117,5061.80369866548,5061.80369866548
GoogleCloudPlatform/PerfKitBenchmarker,.sh,3,612,6359.2516339869326,6359.2516339869326,8145.6902706693027,8145.6902706693027
GoogleCloudPlatform/berglas,.sh,7,1021,16677.09010773752,15449.074436826644,40018.800054593325,30816.042140009577
GoogleCloudPlatform/bigdata-interop,.sh,3,276,8172.6014492753638,8172.6014492753638,12182.487830736147,12182.487830736147
GoogleCloudPlatform/click-to-deploy,.tpl,5,555,1101.0432432432431,1101.0432432432431,920.79549558902841,920.79549558902841
GoogleCloudPlatform/cloud-builders-community,.sh,8,52,953.44230769230751,953.44230769230751,1689.4406013902781,1689.4406013902781
GoogleCloudPlatform/cloud-foundation-toolkit,.sh,7,2847,15749.337197049523,10737.982788900597,138694.64933175835,25115.417091967622
GoogleCloudPlatform/cloud-opensource-java,.sh,4,92,5313.8695652173919,5313.8695652173919,7783.3912637883886,7783.3912637883886
GoogleCloudPlatform/cloudml-samples,.sh,2,280,4207.1607142857129,4207.1607142857129,4857.9383534337821,4857.9383534337821
GoogleCloudPlatform/compute-image-tools,.sh,4,306,5276.1993464052293,5276.1993464052293,5979.7595957049825,5979.7595957049825
GoogleCloudPlatform/dataproc-initialization-actions,.sh,2,121,2798.2479338842986,2798.2479338842986,2834.1621609715976,2834.1621609715976
GoogleCloudPlatform/esp-v2,.sh,5,257,6717.5797665369655,6717.5797665369655,9054.7804023738754,9054.7804023738754
GoogleCloudPlatform/gcp-token-broker,.tpl,4,99,3209.0707070707081,3209.0707070707081,2743.7767589789009,2743.7767589789009
GoogleCloudPlatform/gsutil,.sh,3,228,17056.714912280691,17015.421052631573,26371.043479299213,26097.510175059844
GoogleCloudPlatform/healthcare,.sh,5,215,4219.2279069767419,4219.2279069767419,4945.9199062301577,4945.9199062301577
GoogleCloudPlatform/java-docs-samples,.sh,5,1010,4138.2148514851488,4138.2148514851488,4969.0246986980064,4969.0246986980064
GoogleCloudPlatform/keras-idiomatic-programmer,.py,1,47,7350.1063829787236,7350.1063829787236,3083.2845574727085,3083.2845574727085
GoogleCloudPlatform/magic-modules,.sh,5,549,5038.326047358838,5038.326047358838,7679.4761039468285,7679.4761039468285
GoogleCloudPlatform/nodejs-docs-samples,.sh,2,260,3250.1538461538457,3250.1538461538457,4240.1783354015088,4240.1783354015088
GoogleCloudPlatform/oss-test-infra,.sh,2,3,2090.333333333333,2090.333333333333,1016.6712021756756,1016.6712021756756
GoogleCloudPlatform/php-docs-samples,.twig,4,864,2631.4120370370347,2631.4120370370347,3292.4429858336234,3292.4429858336234
GoogleCloudPlatform/professional-services,.tpl,7,673,4494.8781575037174,4494.8781575037174,5278.9050731043262,5278.9050731043262
GoogleCloudPlatform/python-docs-samples,.sh,3,1117,3047.0734109221135,3047.0734109221135,4296.5981454679077,4296.5981454679077
GoogleCloudPlatform/spark-on-k8s-operator,.tpl,3,141,5115.6879432624119,5115.6879432624119,7101.9096779213969,7101.9096779213969
GoogleCloudPlatform/stackdriver-sandbox,.sh,7,70,18930.328571428574,16369.88571428571,51933.415521242881,36882.66866643144
GoogleCloudPlatform/storage-sdrs,.sh,3,156,4241.4551282051279,4241.4551282051279,5212.4783323976972,5212.4783323976972
GoogleCloudPlatform/terraform-google-conversion,.sh,5,2205,19766.760544217708,12631.068934240373,163230.72485717316,29581.632875494648
GoogleCloudPlatform/terraformer,.sh,5,8676,9694.9192023974229,7999.9638082065539,68079.423712725882,19184.649240403312
GoogleCloudPlatform/testgrid,.sh,4,48,9914.3958333333321,9914.3958333333321,16020.362952750307,16020.362952750307
GoogleCloudPlatform/training-data-analyst,.sh,6,4153,3402.0982422345264,3402.0982422345264,7509.1112778106235,7509.1112778106235
GoogleContainerTools/base-images-docker,.sh,2,14,1918.1428571428571,1918.1428571428571,1298.1693534857732,1298.1693534857732
GoogleContainerTools/jib,.sh,5,469,4743.81876332623,4743.81876332623,5358.5957477704214,5358.5957477704214
GoogleContainerTools/kaniko,.sh,6,3325,9906.29172932332,8740.8643609022783,38949.648341775319,21253.60367600173
GoogleContainerTools/skaffold,.tpl,11,5289,10410.986954055592,8969.2645112497576,51965.596810456133,21297.7043071393
GoogleWebComponents/model-viewer,.sh,2,19,2083.6842105263154,2083.6842105263154,1406.3050108798343,1406.3050108798343
Gooplur/games2016,.js,1,29,1009237.2068965517,84703.034482758623,2620593.7895133393,81071.415557732078
GovReady/govready-q,.sh,5,193,4951.7875647668352,4951.7875647668352,13019.796458240478,13019.796458240478
Graylog2/graylog2-server,.sh,3,3225,4189.6055813953535,4186.2688372093116,8176.82239167703,8101.40659757031
GreenDelta/olca-app,.sh,5,725,3405.7710344827592,3405.7710344827592,4489.1823567363326,4489.1823567363326
GreenDelta/olca-modules,.sh,7,1523,2429.8030203545622,2429.8030203545622,2481.0320913765481,2481.0320913765481
GreyWolfDev/Werewolf,.php,4,915,19893.759562841551,15833.972677595637,82977.3771392894,34728.370585335309
GridProtectionAlliance/PQDashboard,.js,3,271,118516.65682656832,46809.597785977836,376637.16081997263,62436.975107915925
GridProtectionAlliance/gsf,.sh,8,2900,13936.479655172418,12735.557931034469,41249.9128966093,21770.158668055461
GridProtectionAlliance/openHistorian,.sh,4,968,14745.832644628084,9689.6518595041289,93720.067707482071,20914.328207077004
GridProtectionAlliance/openXDA,.js,3,935,49416.244919786055,21461.071657754037,256640.89597835473,42687.688981465973
GridSound/gs-ui-components,.js,1,37,3791.4864864864862,3791.4864864864862,3282.0738669121793,3282.0738669121793
GrognardsFromHell/TemplePlus,.py,5,1003,7726.06480558325,7448.6739780657963,21583.762729553349,17580.411061355153
GrossfieldLab/loos,.sh,5,259,6799.150579150577,6799.150579150577,6253.26259808821,6253.26259808821
GrowMoi/moi,.rb,3,690,2154.4318840579704,1936.8188405797077,14444.651738149574,9799.6565489086188
Growstuff/growstuff,.sh,4,589,1688.6960950764005,1672.5551782682508,8284.2098860661554,7907.92937236162
Grsmto/simplebar,.js,1,60,1892.3333333333328,1892.3333333333328,4193.9502299232681,4193.9502299232681
Guts/isogeo-api-py-minsdk,.py,2,135,8442.4888888888872,8442.4888888888872,6541.9683181456849,6541.9683181456849
HERA-Team/hera_mc,.sh,2,121,7731.5371900826412,7731.5371900826412,17269.3786179668,17269.3786179668
HERA-Team/pyuvdata,.sh,4,63,27275.714285714286,27165.126984126982,39467.842661699455,39005.0088650709
HPC-buildtest/buildtest-framework,.sh,5,55,3713.6545454545444,3713.6545454545444,6297.1756079777888,6297.1756079777888
HabitRPG/habitica-android,.sh,4,116,7568.06896551724,4007.3965517241377,55593.623510446669,17814.832526945593
HabitatMap/AirCastingAndroidClient,.java,3,398,3585.4949748743725,3585.4949748743725,4499.2477410663942,4499.2477410663942
Hack23/cia,.sh,4,1213,3801.2242374278667,3801.2242374278667,6060.9361122632545,6060.9361122632545
HackerFoo/poprc,.sh,3,36,15530.027777777779,15530.027777777779,18658.277603077193,18658.277603077193
HackerSir/CheckIn,.php,2,732,8476.6284153005417,4628.9631147540977,71679.643035868721,20891.023723376395
Hains/openpli-dm8000-oe-core,.sh,5,25,4631.24,4631.24,8803.82762060533,8803.82762060533
Haivision/srt,.sh,4,71,20182.830985915498,17569.253521126764,45668.142603534252,26666.091122150032
Hammerspoon/hammerspoon,.tpl,8,452,14751.497787610622,14621.128318584078,24490.561499141495,23454.936695675224
Harmon758/Harmonbot,.py,3,98,7880.897959183676,7880.897959183676,8324.8862405029522,8324.8862405029522
Hasan-Jawaheri/Wasabi,.py,2,72,10153.722222222221,10153.722222222221,10358.774050882937,10358.774050882937
HeapsIO/heaps,.bat,1,1,174.0,174.0,,
Hearthstonepp/Hearthstonepp,.sh,4,148,7379.6621621621643,7108.3378378378393,26061.916671767973,23894.578990289494
HedvigInsurance/bot-service,.sh,2,202,1928.5396039603957,1928.5396039603957,2743.1775780637827,2743.1775780637827
Heigvd/Wegas,.js,2,2896,18988.824585635361,15323.883632596699,74531.8831735878,30275.542087251786
HelloKitty/Booma.Proxy,.cs,2,680,1350.6191176470572,1350.6191176470572,2448.0474797197867,2448.0474797197867
HelloZeroNet/ZeroNet,.py,3,285,11702.543859649126,9902.1192982456068,41173.332549880324,25606.632047787694
HelpAssistHer/help-assist-her,.sh,3,157,2246.5159235668793,2246.5159235668793,4617.166914402158,4617.166914402158
HenrikBechmann/Tribalopolis,.js,1,1,1575.0,1575.0,,
HerculesWS/Hercules,.sh,7,156,47047.621794871782,30807.910256410265,119767.77396473955,47662.848524566434
HeuristNetwork/heurist,.tpl,5,394,21801.393401015233,21733.898477157349,29181.662138062107,28786.900407540157
HewlettPackard/oneview-ansible,.sh,3,260,6612.7192307692294,6612.7192307692294,10794.788831515109,10794.788831515109
HewlettPackard/oneview-golang,.sh,3,1022,10052.206457925637,6755.9129158512815,68248.321009821084,15480.144642098896
HewlettPackard/terraform-provider-oneview,.go,1,1410,6365.2702127659495,6060.32269503546,18290.082434379194,9694.595025645267
HicServices/RDMP,.rb,3,2254,5372.1095829636251,5372.1095829636251,6130.77095512358,6130.77095512358
HobbyOSs/gosk,.go,1,44,3498.1818181818189,3498.1818181818189,3777.3296109062521,3777.3296109062521
Homebrew/brew,.swift,3,1444,2849.3019390581721,2849.3019390581721,5268.3921852732219,5268.3921852732219
Homebrew/homebrew-bundle,.rb,1,67,2409.4925373134324,2409.4925373134324,3745.8437426887458,3745.8437426887458
HoodDigital/Hood,.js,2,490,5158.202040816328,5158.202040816328,9886.672827247945,9886.672827247945
HospitalRun/hospitalrun-frontend,.js,1,7,705.71428571428578,705.71428571428578,723.98842400637739,723.98842400637739
HospitalRun/hospitalrun-server,.js,1,2,656.5,656.5,835.09310858131266,835.09310858131266
HubSpot/Singularity,.sh,4,719,5268.2072322670447,5268.2072322670447,9356.1567047742956,9356.1567047742956
HubSpot/jinjava,.java,1,381,2329.2650918635181,2329.2650918635181,2514.4272771692863,2514.4272771692863
HugoMMRabson/fonsa,.tpl,6,256,31112.105468750007,10273.5078125,252115.53772405779,27280.752086693366
HumanCompatibleAI/imitation,.sh,3,81,4897.8148148148148,4897.8148148148148,6534.8267500200636,6534.8267500200636
HumanExposure/factotum,.sh,4,486,17817.804526748976,9615.1358024691435,95025.69888137457,30552.366299942292
Hydreon/Steadfast2,.sh,2,1026,2630.6666666666674,2630.6666666666674,6959.839390353216,6959.839390353216
I-SYST/EHAL,.swift,5,381,7956.6299212598369,7956.6299212598369,9095.35880441791,9095.35880441791
IATI/IATI-Rulesets,.sh,3,9,4092.6666666666665,4092.6666666666665,3253.9577824550829,3253.9577824550829
IBMStreams/streamsx.topology,.sh,5,768,5153.70572916667,5153.70572916667,9237.4474632817382,9237.4474632817382
IBT-FMI/SAMRI,.sh,2,86,6756.488372093022,6756.488372093022,11169.445514431914,11169.445514431914
ICOS-Carbon-Portal/data,.sh,6,261,2458.5287356321846,2458.5287356321846,2426.9884242968878,2426.9884242968878
ICOS-Carbon-Portal/infrastructure,.sh,3,75,2812.3733333333325,2812.3733333333325,5143.55639604343,5143.55639604343
ICOS-Carbon-Portal/meta,.sh,5,296,2433.05743243243,2433.05743243243,2427.256914480567,2427.256914480567
ICTU/quality-time,.sh,3,235,2567.7957446808537,2567.7957446808537,2727.0953084462112,2727.0953084462112
IDI-Systems/acre2,.sh,6,168,9346.8392857142826,9010.7440476190513,27551.295084664886,25101.935466804243
