repo_name,repo_max_extension,repo_extensions_num,files,avg_size,capped_avg_file,std_size,capped_std_file,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
couchbase/indexing,.sh,4,423,12408.418439716303,12263.921985815603,23025.511256599941,21707.252546326839,.go,411,12650.002433090025,12501.287104622868,23289.635616173575,21949.561272582036,0.97163120567375882
ugorji/go,.sh,4,73,23308.013698630122,20393.767123287671,55589.972695295495,42690.910777198027,.go,69,24350.52173913044,21267.333333333336,57018.749736795486,43758.7555960373,0.9452054794520548
kubernetes/minikube,.sh,4,355,4225.2704225352127,4225.2704225352127,4566.8574682931185,4566.8574682931185,.go,329,4360.6534954407289,4360.6534954407289,4669.2202398110549,4669.2202398110549,0.92676056338028168
rook/rook,.tpl,4,714,5263.1694677871128,5263.1694677871128,6096.3936260161336,6096.3936260161336,.go,693,5296.1240981240953,5296.1240981240953,6087.7133898490438,6087.7133898490438,0.97058823529411764
knative/serving-operator,.sh,4,3762,11674.212918660296,9396.6985645932909,89828.194469537979,22992.114399194466,.go,3689,11852.217674166432,9529.63458931958,90701.4432315158,23189.470395325541,0.980595427963849
e154/smart-home,.sh,4,531,154429.79284369104,6559.8418079096,2052572.0416021065,25092.36557483103,.go,491,156290.26272912437,5631.6639511201647,2128042.5617342028,22942.670346488805,0.92467043314500941
datawire/ambassador,.sh,4,786,19145.02162849874,17893.426208651395,39820.200026156286,29291.797224953552,.go,593,22425.529510961209,21271.969645868485,40428.325585679588,31589.669248914804,0.75445292620865145
uber/zanzibar,.sh,4,442,11868.565610859723,10194.402714932126,39258.452759175809,23597.349532759818,.go,429,12152.918414918415,10428.023310023311,39813.7712034365,23911.105655971744,0.97058823529411764
istio/operator,.sh,4,128,22448.851562500007,10606.539062500002,128940.03327501522,30187.517407217518,.go,112,20842.357142857141,8952.0624999999982,133244.15341755675,24512.483562124959,0.875
knative/client,.sh,4,3158,10190.903736542097,9241.2748575047626,36684.863695708875,21374.506642956298,.go,3073,10402.080702896206,9426.1848356654609,37158.042475556053,21624.097968429724,0.97308423052564919
cloudfoundry/bosh-agent,.sh,4,1987,10879.801207851022,9236.0040261701,45135.972847692043,22742.754231473733,.go,1910,11220.487958115182,9510.4225130890027,45995.184394227581,23136.026298101377,0.961248112732763
brandur/sorg,.sh,4,38,28477.157894736854,15850.84210526316,110236.04668129362,41207.423089172546,.go,26,5861.03846153846,5861.03846153846,11539.703384336251,11539.703384336251,0.68421052631578949
influxdata/influxdb,.sh,4,1275,7729.3113725490139,7669.5709803921545,14407.926678689104,13483.05017799374,.go,1249,7838.615692554049,7777.6317053642924,14490.014724878281,13551.408541328605,0.97960784313725491
moov-io/ach,.sh,4,501,7964.1097804391165,6978.950099800395,31872.521044591445,13322.097302883843,.go,497,7995.1026156941643,7002.01408450704,31995.803830023837,13365.807473593659,0.99201596806387227
Microsoft/hcsshim,.sh,4,1224,14301.678104575154,12788.492647058818,41904.279673864141,26767.038312713794,.go,1181,14740.723962743443,13172.443691786611,42590.908243884551,27164.371079042496,0.96486928104575165
hajimehoshi/ebiten,.m,4,345,64488.2347826087,13073.611594202894,520752.1729035207,33949.048380502893,.go,326,66761.831288343557,12350.650306748463,535622.53356699937,34050.788775507986,0.94492753623188408
rancher/k3s,.sh,4,9876,11624.272276225189,7601.6236330498186,138326.0572614327,18123.467933729346,.go,9704,10952.528647980231,7659.6560181368513,113850.03017042937,18174.4237729423,0.98258404212231676
sipb/homeworld,.sh,4,152,3126.7763157894733,3126.7763157894733,4028.7969531897947,4028.7969531897947,.go,90,3421.0777777777776,3421.0777777777776,3939.2472309683276,3939.2472309683276,0.59210526315789469
go-task/task,.sh,4,512,18942.373046874993,17978.378906250018,41487.332600456226,30366.010216404833,.go,470,20403.438297872333,19353.299999999992,42986.626718489752,31307.648354511795,0.91796875
linuxkit/linuxkit,.sh,5,3143,13659.972319440012,11189.949093223036,79072.45573089282,21282.008696034361,.go,2694,15395.105048255369,12513.411284335552,85213.932728652275,22444.487600926393,0.8571428571428571
GoogleCloudPlatform/terraform-google-conversion,.sh,5,2205,19766.760544217708,12631.068934240373,163230.72485717316,29581.632875494648,.go,2152,20195.58039033461,12884.149163568803,165205.38228452465,29894.221012944385,0.97596371882086164
raintank/raintank-metric,.sh,5,2108,11440.4981024668,8934.8296963946868,109753.93248589827,18939.016775716686,.go,2031,11816.799606105355,9216.1354012801639,111797.76299494821,19232.848218169231,0.963472485768501
sql-machine-learning/sqlflow,.sh,5,193,9483.8652849740884,6173.3678756476684,59718.712196154884,16084.007872223707,.go,118,13375.533898305084,7960.906779661017,76190.79233180618,20202.62358395553,0.6113989637305699
aws/amazon-ecs-agent,.sh,5,1844,12576.34707158351,8659.4414316702769,99134.421987470821,19484.166835046548,.go,1795,12867.261838440123,8843.4323119777146,100462.23503927968,19710.810310632656,0.97342733188720176
nats-io/nats-streaming-server,.sh,5,734,18465.299727520429,17786.664850136214,37504.358755470246,29102.189487903484,.go,675,19644.0222222222,18906.069629629626,38658.58092829732,29791.871343305938,0.9196185286103542
go-gitea/gitea,.sh,5,3968,15277.863911290326,9625.5798891128925,145132.104425571,22763.815680647524,.go,3619,11820.469190384107,9196.2782536612522,63979.118203730759,21216.604819037559,0.91204637096774188
openebs/maya,.sh,5,3959,11480.147511997973,8768.9436726446074,89418.895466038346,21023.009606781827,.go,3864,11721.701604554864,8943.8403209109783,90497.237412183516,21245.485861426805,0.97600404142460218
GoogleCloudPlatform/magic-modules,.sh,5,549,5038.326047358838,5038.326047358838,7679.4761039468285,7679.4761039468285,.go,383,5911.8302872062632,5911.8302872062632,8794.0629133227267,8794.0629133227267,0.697632058287796
cloudfoundry/buildpacks-ci,.sh,5,498,7376.0562248995957,6782.2449799196793,25035.52818724899,18022.060645321519,.go,280,9102.5535714285725,8765.717857142854,21603.819193352258,17764.418704919517,0.56224899598393574
lmorg/murex,.sh,5,1063,8769.09689557856,8769.09689557856,19937.971896924271,19937.971896924271,.go,1022,9007.4686888454034,9007.4686888454034,20275.815648212323,20275.815648212323,0.96142991533396049
coreos/mantle,.sh,5,3244,12295.569975339085,8229.0428483353735,108088.40454326417,19600.781068176635,.go,3169,12524.407699589758,8361.6390028400147,109347.6800630544,19799.353575346457,0.9768803945745993
cf-platform-eng/aws-pcf-quickstart,.sh,5,2219,13992.954033348347,9392.958539882824,92616.823919334449,24061.736979915138,.go,2136,14425.000936329585,9646.26029962546,94369.187923537844,24473.389072267095,0.96259576385759349
kubernetes-incubator/ocid,.sh,5,5333,9606.3840240015,7907.5111569473111,47325.304274586619,19488.349467424789,.go,5230,9754.059655831732,8021.7290630975222,47774.051865533453,19654.245280698266,0.98068629289330578
libopenstorage/stork,.sh,5,4078,11072.101765571348,8932.9919077979321,85709.746407937258,20641.403204158094,.go,4000,11234.648500000007,9053.8259999999973,86531.174082748868,20813.303041206491,0.980872976949485
fractalPlatform/Fractal,.sh,5,1150,13543.991304347828,12146.258260869577,44803.817712076125,23349.446352420749,.go,1075,14033.207441860457,12546.926511627906,45912.911378198332,23413.872306929687,0.93478260869565222
loadimpact/k6,.sh,5,1429,17309.804058782374,11415.623512946115,141119.75048222713,23405.990293872841,.go,1358,17389.458026509572,11633.278350515468,143170.68616163012,23292.100109822688,0.95031490552834152
prometheus/prometheus,.sh,5,3330,14860.299999999985,10917.52792792792,115430.09048957359,23675.460892256564,.go,3233,14853.451283637487,10804.003711722862,116964.90775794968,23197.070941003341,0.97087087087087087
containers/storage,.sh,5,2202,12939.874205267944,11562.401453224344,45695.564395616821,23218.620154632441,.go,2103,13424.969567284837,11982.651450309102,46695.36963993033,23660.72279428925,0.95504087193460485
GoogleCloudPlatform/terraformer,.sh,5,8676,9694.9192023974229,7999.9638082065539,68079.423712725882,19184.649240403312,.go,8552,9794.3707904583789,8074.8393358278754,68565.120630633668,19309.199319195228,0.98570769940064551
cgrates/cgrates,.sh,5,879,9332.5437997724584,9332.5437997724584,13929.431927401713,13929.431927401713,.go,846,9640.3096926713861,9640.3096926713861,14105.915684326425,14105.915684326425,0.962457337883959
pivotal-cf/cf-rabbitmq-release,.sh,5,1100,24248.800909090904,18758.905454545456,78393.257694810178,34010.833212856283,.go,994,26601.458752515078,20526.121730382267,82114.608328404662,35306.666392774408,0.90363636363636368
letsencrypt/boulder,.sh,5,1722,12160.428571428572,11225.681184668985,34230.074628428993,24708.145233358402,.go,1648,12528.36589805825,11551.645631067946,34908.226389025011,25156.347029468739,0.95702671312427412
42wim/matterbridge,.sh,5,1511,15281.756452680342,12166.704169424218,56750.648822071409,27150.014344547129,.go,1446,15814.681881051185,12559.603042876886,57945.558092133018,27667.226911387239,0.956982131039047
flant/dapp,.sh,5,303,3210.075907590759,3210.075907590759,7079.1525069088093,7079.1525069088093,.go,242,3082.2479338842954,3082.2479338842954,4821.2560436766535,4821.2560436766535,0.79867986798679869
vmware/octant,.sh,5,2639,10827.482000757866,9727.7741568776128,39445.007133697436,22589.920106387348,.go,2562,11109.350507416088,9976.5913348946,39996.502128871274,22875.312643326226,0.97082228116710878
etcd-io/etcd,.sh,5,1959,10732.613578356306,10020.267993874439,30392.479782945167,21465.682303790487,.go,1872,11161.719551282049,10416.268162393162,31020.064594814565,21872.511363111469,0.9555895865237366
kubevirt/kubevirt,.sh,5,3809,11154.381990023619,9305.51063271199,48056.224890891848,21758.061533542725,.go,3636,11589.806105610576,9652.9658965896469,49138.176086100168,22197.065035923457,0.95458125492255186
heroiclabs/nakama,.sh,5,1867,16150.848419925007,12806.513122656659,80585.813271800129,26830.793356766389,.go,1798,16663.318131256947,13190.640711902102,82070.80943579,27255.056413302835,0.96304231387252281
luci/luci-go,.sh,5,3176,10135.922858942076,7328.0604534005024,120097.36790805032,17626.82327844618,.go,2929,9199.10583817002,6560.0856947763659,123644.73878767893,13976.018117569824,0.92222921914357681
kubernetes/ingress-gce,.sh,5,2700,18387.408518518503,10369.466296296308,206516.7997676458,23844.010598372784,.go,2632,18812.264817629191,10587.172112462009,209150.646223596,24104.458069754986,0.9748148148148148
GoogleCloudPlatform/esp-v2,.sh,5,257,6717.5797665369655,6717.5797665369655,9054.7804023738754,9054.7804023738754,.go,142,7048.2253521126759,7048.2253521126759,9521.2014896762,9521.2014896762,0.55252918287937747
temoto/vender,.sh,5,574,14433.118466898957,14433.118466898957,25231.343260296817,25231.343260296817,.go,534,15287.36516853932,15287.36516853932,25937.769228071476,25937.769228071476,0.93031358885017423
googleforgames/open-match,.tpl,6,239,11561.765690376569,7015.4769874476988,70481.020666955388,23534.651035257753,.go,222,3446.4819819819836,3446.4819819819836,3873.5346103400111,3873.5346103400111,0.92887029288702927
cloudfoundry/cli,.sh,6,4910,9540.4794297352455,7614.0494908350311,77964.303905193388,18563.637176633842,.go,4833,9646.2364990689057,7689.1144216842495,78576.041447068637,18690.993571601572,0.98431771894093689
oracle/terraform-provider-baremetal,.sh,6,3353,6978.6400238592232,6679.9513868177655,20410.7311645612,15256.86148678463,.go,3307,7047.68007257333,6744.8367100090809,20540.83810204731,15348.703596851426,0.98628094243960629
sapcc/kubernikus,.tpl,6,3030,7605.653135313526,7068.6745874587414,29143.616061981542,16368.169758962622,.go,2991,7680.1728518890022,7136.1925777332044,29319.221227740967,16452.25624175926,0.98712871287128712
ovh/cds,.tpl,6,1182,5943.1302876480477,5549.4280879864609,20225.891003336841,11407.137925021487,.go,1142,5101.0148861646267,5101.0148861646267,8146.5671075499658,8146.5671075499658,0.96615905245346867
skydive-project/skydive,.tpl,6,600,21651.343333333334,9437.6916666666748,260788.83557467119,23134.583548947579,.go,463,21145.330453563689,7911.65010799136,293289.96987398074,16793.575370791463,0.77166666666666661
hashicorp/terraform,.sh,6,4333,10334.342718670663,8553.1984768059046,45092.793830269824,19927.480628188328,.go,4227,10523.527087769102,8697.7172935888357,45633.03366165304,20141.641135896134,0.97553657973690289
kubernetes/autoscaler,.sh,6,18081,12889.690172003769,9122.7902217797782,116453.77468060673,21406.871717324208,.go,17781,13075.15285979416,9244.6979922389146,117422.37495948175,21560.954705262331,0.98340799734527962
EngineerBetter/concourse-up,.sh,6,1653,17380.768905021188,10896.47912885663,128390.45470320954,24948.685614916525,.go,1569,18190.982791586997,11359.541746335248,131733.0473968164,25512.649149159508,0.94918330308529941
gitpods/gitpods,.sh,6,1165,12089.470386266084,11608.31759656651,26944.524617493989,22096.394826072839,.go,1106,12024.275768535259,11652.515370705245,25441.773228542283,21538.901865239015,0.94935622317596569
keel-hq/keel,.tpl,6,3420,14773.811988304087,9834.0239766081831,163249.86639755141,22984.40932219135,.go,3276,13004.309523809514,10151.290293040305,98090.73293238075,23208.081249064628,0.95789473684210524
couchbase/sync_gateway,.tpl,6,232,14446.228448275861,14300.46551724138,25216.897557209304,24101.518286830145,.go,203,15746.73399014779,15580.147783251232,26535.799208649441,25331.296025558735,0.875
ineiti/cothorities,.tpl,6,435,17184.639080459761,9777.749425287353,91272.6394349376,27573.602024453867,.go,246,6359.9552845528415,6359.9552845528415,9989.3854254195376,9989.3854254195376,0.56551724137931036
terraform-providers/terraform-provider-google,.sh,6,3621,16158.542391604542,10651.585749792866,140478.41547602371,25187.03751938554,.go,3522,16533.878194207824,10872.126348665539,142419.57064280278,25492.766528766435,0.97265948632974319
u-root/u-root,.sh,6,2067,9035.1809385583019,8249.1407837445568,31466.601364831371,21090.180780434752,.go,1993,9031.4706472654234,8274.1575514300112,31277.955270523802,20973.335275788326,0.96419932268988873
weaviate/weaviate,.sh,6,788,4797.2994923857868,4765.7728426395915,8819.3799118549814,8099.2422340216926,.go,756,4728.5423280423247,4695.6812169312152,8297.8695700074077,7493.3261344025914,0.95939086294416243
kubernetes/kubernetes,.sh,6,13620,10771.318649045523,8152.0404552129166,95195.684346616647,18041.16654903478,.go,13162,10986.076584105773,8275.6549916425884,96809.828742226455,18228.796141249612,0.96637298091042589
restic/restic,.sh,6,1464,12065.574453551915,11118.762978142082,33599.979690472937,22949.96056925556,.go,1388,12388.09365994236,11389.439481268,34359.953953127042,23365.377799769627,0.94808743169398912
juju/juju,.sh,6,5175,6822.6405797101443,6705.2270531400982,16146.578742963497,12141.353336126318,.go,4927,6771.2165618023182,6647.89303836006,16134.35100132158,11886.977962071507,0.95207729468599034
Bytom/bytom,.sh,6,3534,16128.1661007357,9838.03452178834,151690.54883300871,21063.427767176985,.go,3397,16615.170738887267,10071.360023550191,154687.65441195754,21360.443378287986,0.96123372948500285
status-im/status-go,.sh,6,3303,14470.984256736319,9535.1952770209064,148539.44332073239,21440.659195977147,.go,3117,11237.490856592873,9383.07058068656,46846.043514212506,20947.372320898485,0.94368755676657579
starkandwayne/shield,.sh,6,1111,21252.467146714658,10209.027002700263,220327.85880748805,24221.549355246447,.go,1045,11615.308133971297,8861.2688995215376,54019.028961623182,19514.320998291667,0.94059405940594054
kubeflow/katib,.sh,6,2891,14785.385333794531,10338.525423728823,113126.19336222073,23994.438054570695,.go,2721,14338.842704887906,10519.057699375231,106915.01296946351,23865.257011608428,0.94119681771013486
istio/tools,.sh,6,277,3429.6028880866425,3429.6028880866425,5185.475914289138,5185.475914289138,.go,140,3357.6428571428578,3357.6428571428578,5389.938783266346,5389.938783266346,0.50541516245487361
tsuru/tsuru,.sh,6,5640,11711.51914893618,9079.3289007092135,85226.324888630115,20214.293069558098,.go,5479,11964.794123015157,9255.2571637159926,86454.149606739476,20472.092755179674,0.97145390070921989
hairyhenderson/gomplate,.sh,6,1993,15084.053186151534,10927.854992473665,104265.2475428552,24816.294259875227,.go,1921,15455.625195210816,11143.650702758976,106166.7584348884,25178.244458723471,0.96387355745107872
tektoncd/pipeline,.tpl,6,3663,9976.78378378379,9047.5836745836586,35638.226305051445,21258.021550587673,.go,3575,10169.060979020989,9216.9882517482529,36048.137908939636,21482.261369257085,0.975975975975976
opensds/opensds,.sh,6,1789,13648.895472330902,12042.505869200671,49611.980074306935,23842.223811414831,.go,1713,14088.050788091065,12410.391126678342,50645.760557432281,24277.981606161709,0.95751816657350475
hyperledger/fabric,.sh,6,3889,12107.019285163284,9745.7459501157209,87311.26161243362,20498.573417572414,.go,3771,11933.517899761338,9499.39140811455,88397.426430071049,19619.603114253288,0.96965800977114935
nginxinc/kubernetes-ingress,.tpl,6,1928,14170.023858921164,12354.334024896247,52066.776530714684,27035.994562314081,.go,1826,14710.277656078873,12793.163745892656,53426.585885050954,27669.670341170713,0.94709543568464727
GoogleContainerTools/kaniko,.sh,6,3325,9906.29172932332,8740.8643609022783,38949.648341775319,21253.60367600173,.go,3238,10099.418159357605,8902.6775787523129,39444.854642824808,21501.828685192108,0.97383458646616539
rancher/rancher,.tpl,7,5817,12070.73680591371,9205.800240673876,87086.589955278774,21048.559381432249,.go,5599,12322.764243614924,9346.2798714056116,88742.220477559342,21382.899559442609,0.96252363761389037
EnMasseProject/enmasse,.sh,7,3293,10482.514728211367,9386.79501973885,37936.023295945095,22093.695600403855,.go,2186,13336.621225983528,11812.558096980783,45028.231521709946,25823.366853986532,0.66383237169754028
sacloud/terraform-provider-sakuracloud,.sh,7,2309,10353.892594196619,9467.7063663923745,32548.264143478144,21326.524360935022,.go,2222,10437.010801080109,9568.0711071107035,32523.559984503849,21305.456697309703,0.96232135123430051
GoogleCloudPlatform/cloud-foundation-toolkit,.sh,7,2847,15749.337197049523,10737.982788900597,138694.64933175835,25115.417091967622,.go,2672,16568.438622754486,11228.870508982043,143123.59143846296,25825.149129920359,0.93853178784685631
grafeas/kritis,.tpl,7,2087,13477.634882606621,10089.787254432202,115376.08392730147,22890.997379610541,.go,2010,13932.933830845766,10415.30298507463,117541.46086586191,23259.004826740857,0.96310493531384767
elves/elvish,.sh,7,769,7885.9817945383647,7885.9817945383647,17343.080891963473,17343.080891963473,.go,728,8223.9505494505429,8223.9505494505429,17753.316473485465,17753.316473485465,0.94668400520156049
hashicorp/consul,.sh,7,5181,12795.839799266541,9027.3746381007513,117257.77516431376,22470.966158689873,.go,4150,15641.88843373495,10937.209397590359,130849.8861404023,24667.232532745624,0.80100366724570549
git-lfs/git-lfs,.sh,7,991,13467.672048435923,12377.036326942482,36699.595162609221,25457.638972323097,.go,861,14767.343786295007,13512.03600464575,39134.052634654458,27021.049773943116,0.86881937436932388
ncw/rclone,.sh,7,2129,12202.798496946916,10790.651009863785,39926.94694768473,24031.986710597135,.go,2038,12456.261040235522,11028.948969578018,40295.033067917764,24159.608091855167,0.95725692813527474
istio/istio,.tpl,7,2060,8294.3155339805835,7643.8932038834982,34842.20513426519,15348.884062824209,.go,1953,8522.7055811571954,7836.6482334869406,35680.05560141601,15534.907911484621,0.94805825242718444
GoogleCloudPlatform/berglas,.sh,7,1021,16677.09010773752,15449.074436826644,40018.800054593325,30816.042140009577,.go,964,17552.156639004166,16251.530082987552,41011.441836810722,31522.404688538663,0.94417238001958859
minio/minio,.sh,7,880,12937.019318181816,7333.5295454545512,172660.41293734909,13534.511391835902,.go,699,15518.310443490698,8463.8454935622212,193654.40256036251,14723.961827049236,0.79431818181818181
opensds/nbp,.sh,7,2417,14185.358709143553,10925.402151427394,108670.19339072992,24803.864022449554,.go,2205,14451.461678004533,11154.280272108843,112775.10213920526,24572.120577838385,0.91228796028134052
libopenstorage/openstorage,.sh,7,3097,14849.705198579273,9759.5424604456,97405.129072148833,23253.567353386563,.go,3028,14480.3817701453,9764.10865257595,95892.61759910488,22823.089398165655,0.977720374556022
kubernetes/ingress-nginx,.tpl,7,3866,10924.01758923954,9056.9702534919979,48496.6618028326,21636.432855089031,.go,3673,11346.741083582905,9381.58861965696,49713.32089886762,22137.760645893504,0.95007759958613558
buildkite/agent,.sh,7,1002,19443.824351297379,12098.176646706585,153122.35310509917,24944.247821058365,.go,916,21097.890829694315,13062.586244541479,160054.5351307221,25865.979059748141,0.9141716566866267
ethereum/go-ethereum,.sh,7,967,16976.793174767328,9636.0279214064085,195001.86340509204,18596.415802070158,.go,899,17289.471635150163,9644.3192436039972,201718.55180005578,17265.040062188458,0.92967942088934852
gravitational/teleport,.tpl,7,3127,13925.084425967372,9600.4429165334113,147475.53145668964,21206.2141865666,.go,2903,10816.715122287284,9738.3682397519824,37165.09602949056,20308.8039090993,0.92836584585865045
taskcluster/generic-worker,.sh,7,1092,14557.995421245412,11374.622710622711,102461.89150727837,22563.108495981371,.go,1027,15249.77312560857,11864.921129503417,105608.87546621238,23130.9537373163,0.94047619047619047
tendermint/tendermint,.sh,7,641,6231.3229329173164,5897.5881435257415,19531.623346997785,14010.100778950851,.go,549,6355.2440801457178,5983.1438979963559,19284.04532823282,12733.289867926618,0.85647425897035878
open-policy-agent/opa,.sh,7,975,13614.98461538461,13277.098461538457,27814.958958097064,23842.745947064275,.go,892,13984.651345291486,13657.440582959644,27609.908290784919,23544.041622245866,0.91487179487179482
kubernetes/perf-tests,.sh,7,9623,12842.459835810036,10738.510443728564,57256.707380780877,23870.203262765204,.go,9301,13197.30039780669,11020.512418019569,58192.127034160381,24194.760578251364,0.96653850150680665
drud/ddev,.sh,7,1384,11829.830202312141,10535.8338150289,38565.768173705306,23385.30239879914,.go,1286,12599.325038880237,11206.719284603418,39897.522686658136,24117.440054891671,0.92919075144508667
cloudfoundry/python-buildpack,.sh,7,760,18685.713157894759,15037.476315789478,65931.042424509258,31116.638212606573,.go,601,22690.715474209654,18077.304492512489,73572.017586606307,34225.652708489411,0.79078947368421049
terraform-providers/terraform-provider-aws,.sh,7,5143,20667.3917946724,13085.51934668482,104413.10341465488,31696.65368377378,.go,5052,20982.725851148065,13264.283650039577,105320.79381318383,31946.071994183538,0.98230604705424851
F5Networks/k8s-bigip-ctlr,.sh,8,1812,12892.792494481233,10261.812362030925,56134.5380827495,23534.994626248339,.go,1738,13353.334292289997,10610.333141542005,57262.440606383854,23945.171854058328,0.95916114790286977
qiniu/logkit,.sh,8,2653,9753.56049754995,8318.97286091218,43955.843509098508,18177.5256764076,.go,2534,9392.1969218626655,8341.3599052880891,36386.114537733687,17935.568441575811,0.95514511873350927
kubernetes/kops,.sh,8,6108,12781.40700720367,7986.1278650949571,130859.77229821779,20252.668788410985,.go,5594,13494.158026456907,8278.3986414014944,136617.11043097515,20682.3504905655,0.91584806810740016
cilium/cilium,.tpl,8,6486,9043.9919827320318,7925.5687634905926,37971.067641640577,18700.930858895219,.go,6194,9317.68275750726,8146.5343881175386,38820.603939351415,19080.096695054992,0.95497995683009562
cloudfoundry/nodejs-buildpack,.sh,8,1122,14162.943850267386,11545.914438502672,56330.108074664233,28411.233978795193,.go,599,22717.592654424046,18088.777963272118,73701.560279706609,34299.648605156879,0.533868092691622
grafana/grafana,.tpl,8,2816,15091.421164772721,9369.5010653409172,172527.84815284668,22710.31859492002,.go,2570,13190.115175097289,9926.4653696497953,91231.201424619459,23240.16323893383,0.91264204545454541
google/gvisor,.sh,8,1544,7290.06088082901,7288.809585492224,11019.527118525917,10999.166894216572,.go,1153,7364.4492627927129,7362.7736339982666,10901.600580085014,10874.036931890101,0.74676165803108807
OpenBazaar/openbazaar-go,.sh,8,3856,12365.078319502054,9247.41026970954,102444.24264078452,19668.915908036062,.go,3626,11152.802261445111,9349.6618863761687,48426.352110376109,19690.31465672802,0.94035269709543567
grafana/loki,.tpl,8,4464,14641.055779569897,9844.54950716845,143755.20426498662,23087.363993411029,.go,4357,14792.858159283927,9884.7555657562552,145445.18267537747,23032.429916565397,0.97603046594982079
hashicorp/packer,.sh,8,7068,10415.655631013009,7761.8603565365,87039.505385087934,20275.896188502906,.go,6948,10544.973949337938,7845.3445595854919,87780.263769972153,20430.961239336095,0.98302207130730046
progrium/dokku,.sh,8,122,3503.1311475409834,3503.1311475409834,8660.1543779788826,8660.1543779788826,.go,89,3226.5730337078649,3226.5730337078649,2710.1822602566813,2710.1822602566813,0.72950819672131151
MG-RAST/Shock,.sh,8,1222,16062.576923076918,13711.324058919805,51830.689491015415,28532.610972513943,.go,1156,15379.619377162624,13804.218858131499,43535.287090302852,27873.741002323568,0.94599018003273327
cvmfs/cvmfs,.sh,8,1534,14652.259452411989,9490.1577574967287,200679.80333281314,19784.332086448216,.go,918,10290.803921568624,10290.803921568624,21227.94052929473,21227.94052929473,0.59843546284224247
admpub/nging,.sh,8,4894,15894.644258275444,10606.323661626484,143689.85626708635,25171.308807510224,.go,3950,11949.059493670886,9024.0969620253272,90898.104004020439,20636.120754979504,0.80711074785451575
MG-RAST/AWE,.sh,8,4283,8485.5629231846979,6789.654447816948,84168.728017434187,14793.264298869381,.go,4144,6989.46018339768,6710.1457528957462,21141.9666868241,13913.109943581563,0.96754611253794065
openfaas/faas,.sh,9,992,8650.546370967746,7818.5040322580626,30905.924143411281,19069.038503739448,.go,931,8527.4769065520977,7857.6659505907674,28832.615662886252,17932.058035253198,0.938508064516129
mozilla-services/autograph,.sh,9,6908,28496.670961204396,16895.425159235689,195475.45997403676,36909.969254169679,.go,6689,29177.750784870695,17243.1692330692,198507.40339484109,37251.304220790487,0.968297625940938
google/syzkaller,.sh,9,956,75737.854602510444,15441.427824267774,676448.51316127309,32692.35265113218,.go,889,81190.505061867283,16349.803149606301,701199.02788042987,33690.081485247305,0.92991631799163177
google/gapid,.tpl,9,1809,5566.2907683803223,5540.9546710890063,9982.3104175690587,9453.5304383042021,.go,1345,5080.0765799256524,5046.0000000000036,10233.124968884322,9531.94594820616,0.74350469872857927
hashicorp/vault,.tpl,9,6613,10629.241947678805,7549.3611069106282,101230.13130643636,18147.549907731653,.go,5474,11580.174278407001,8755.6885275849454,87420.4193851837,19490.433756657298,0.82776349614395883
fnproject/fn,.sh,9,1575,16549.747301587297,10655.173333333338,191937.75829849832,23124.134125781671,.go,1479,12472.415821501016,11124.987153482078,39357.187731563492,23296.703368956172,0.939047619047619
thought-machine/please,.sh,9,412,5251.725728155342,4166.0315533980547,31688.27448834473,11142.005888437689,.go,288,5058.1284722222208,5058.1284722222208,7507.2475598053843,7507.2475598053843,0.69902912621359226
remp2020/remp,.sh,10,4710,8490.96921443737,7132.5968152866308,58367.936731939677,17151.007882120317,.go,3646,8165.67635765222,7667.280581459132,26300.549520732151,16569.747752421146,0.77409766454352447
CrunchyData/postgres-operator,.swift,10,5736,14879.948221757317,10376.287831241283,115378.64665301534,23905.463062390987,.go,5522,15029.90474465773,10465.15139442231,117210.58138548804,23704.758668462648,0.96269177126917715
hashicorp/nomad,.tpl,10,6354,11092.596632042805,8404.1141013534634,74857.795274709977,20243.629579660832,.go,5734,12081.554063480982,9102.37408440879,78730.991097101112,21166.3512017044,0.90242367012905256
alphagov/paas-cf,.tpl,10,6739,18210.907404659421,11607.744472473671,157127.63658699661,27613.049565470537,.go,6344,18324.138240857519,12092.574558638098,148500.48594299392,28174.340821448117,0.94138596230894789
fission/fission,.tpl,11,458,3506.6179039301296,3506.6179039301296,4697.79828269442,4697.79828269442,.go,256,5017.2109374999991,5017.2109374999991,5447.8636484223316,5447.8636484223316,0.55895196506550215
TykTechnologies/tyk,.sh,11,2077,13162.277323062097,11063.968704862778,48097.564899826233,24627.176881793246,.go,1959,13396.430321592652,11204.343542623792,48924.23865256898,24455.025785207319,0.94318728935965335
GoogleContainerTools/skaffold,.tpl,11,5289,10410.986954055592,8969.2645112497576,51965.596810456133,21297.7043071393,.go,5061,10437.942699071349,9145.9183955740045,50922.616320875743,21276.050622741095,0.95689166193987518
Psiphon-Labs/psiphon-tunnel-core,.swift,12,2014,12442.428500496524,11459.973684210518,34032.358564534996,23646.045850951439,.go,1675,13405.312238805967,12282.728358208957,36031.7524157397,24618.256996595443,0.83167825223435954
googleforgames/agones,.tpl,12,4626,10356.411154345002,7858.6770428015543,54947.062683088319,21436.917436697466,.go,2849,10519.473148473138,9750.1442611442581,34866.033231729692,20981.6524401339,0.6158668396022482
